title,release_date,pageid,qid,rating,popularity,revenue,total_pageview
Ruggles of Red Gap,1935-03-08,61499,Q1304355,7.032,5.013,0,0
It's Alive III: Island of the Alive,1987-05-27,46491872,Q17478828,5.331,6.316,0,1489
No Man's Land: The Rise of Reeker,2008-05-01,13072563,Q847951,4.653,6.55,0,116
Heaven Help Us,1985-02-08,8860418,Q544035,6.25,6.404,0,20508
Action Replayy,2010-11-05,22099425,Q4677152,5.323,6.868,5000000,0
Hail the Conquering Hero,1944-08-09,3533153,Q826462,6.992,4.268,0,0
Dark of the Sun,1968-02-08,15047111,Q474231,6.516,5.383,0,381
Letters from a Killer,1998-08-21,7661495,Q285806,5.385,5.99,0,0
Nayakan,1987-10-21,2005133,Q3181879,7.6,5.953,0,1193
Four Adventures of Reinette and Mirabelle,1987-02-04,5326705,Q3413468,7.613,6.396,575,0
Ishaqzaade,2012-05-11,33449567,Q3155258,6.4,7.024,0,0
Longtime Companion,1989-10-11,1367539,Q594420,6.861,5.848,4609953,2076
A Dash of Love,2017-02-11,59105726,Q64577332,6.2,5.109,0,0
The Cheyenne Social Club,1970-06-12,2261864,Q1408667,6.452,7.332,0,7768
Once I Was a Beehive,2015-08-14,49396793,Q21858374,6.177,4.793,732655,0
The Big Trip,2019-04-27,67726986,Q79999183,6.992,10.69,0,5890
Getting Any?,1995-02-11,748902,Q742882,5.565,8.191,0,93
Student of the Year 2,2019-05-10,50555682,Q28444714,4.7,9.655,0,8920
My Happy Family,2017-05-10,52941513,Q28532723,7.0,6.785,0,0
The Marc Pease Experience,2009-08-21,19566724,Q3521782,4.565,6.455,0,0
The Night Evelyn Came Out of the Grave,1971-08-18,31305532,Q827172,6.016,4.043,0,0
I'm a Killer,2016-11-04,34377532,Q27996999,6.79,3.61,0,0
The Watermelon Woman,1996-02-07,7513196,Q2065014,6.9,4.886,0,19707
Death in the Garden,1956-09-21,6802025,Q686395,6.589,5.196,0,0
Mansome,2012-05-18,35154265,Q6751799,4.944,3.388,0,2927
Career Girls,1997-06-01,3033392,Q973124,6.702,5.463,0,0
Jeff Dunham's Very Special Christmas Special,2008-11-16,20633239,Q4489951,6.581,3.888,0,1097
Robin and the 7 Hoods,1964-06-24,469932,Q1471244,6.04,9.763,0,12133
The Americanization of Emily,1964-10-27,1888433,Q1852239,6.645,7.168,0,14855
House of Strangers,1949-07-01,3850349,Q525029,6.935,7.153,0,3331
I Used to Go Here,2020-09-17,61637791,Q66828718,5.468,4.573,17300,0
Tarzan's Secret Treasure,1941-12-01,15337018,Q587565,5.817,7.449,0,0
Schtonk!,1992-03-12,267597,Q314120,6.984,3.415,0,0
Ta Ra Rum Pum,2007-04-27,5731328,Q93670,6.153,6.734,0,4543
Mike Birbiglia: My Girlfriend's Boyfriend,2013-08-22,61527884,Q65048631,7.274,3.435,0,0
Tetsuo: The Bullet Man,2009-09-05,23749531,Q2084585,5.435,7.187,0,103
Violette Nozière,1978-05-24,3790323,Q1746058,6.782,3.337,0,0
"Silent Night, Deadly Night 3: Better Watch Out!",1989-11-09,3113630,Q1144191,3.79,5.804,0,4081
Freddie Mercury: The Great Pretender,2012-09-25,38087876,Q5496764,7.25,9.974,0,0
Midnight Family,2019-03-29,62948857,Q85785361,7.073,4.068,0,600
Who Saw Her Die?,1972-05-12,19113319,Q111772,6.25,6.369,0,0
He Knows You're Alone,1980-08-29,4186478,Q3029511,5.123,7.681,0,9564
Destricted,2006-09-15,7287758,Q3024743,4.46,9.26,0,687
Innocent Witness,2019-02-13,60023792,Q61100203,7.823,10.465,0,0
A Quiet Place in the Country,1968-11-14,26461492,Q3548472,6.081,6.025,0,0
Unlikely Revolutionaries,2010-10-22,42697657,Q3744752,5.669,4.002,0,0
My Best Part,2020-10-28,65214030,Q86682046,5.387,5.75,0,0
The Indian Fighter,1955-12-21,21041587,Q971583,6.2,8.259,0,1097
The Night of the Hunted,1980-08-20,27906904,Q3211237,5.7,11.786,0,1670
Ninjababy,2021-02-21,66672156,Q105637627,7.202,7.758,0,0
Ghost Team,2016-07-21,42657870,Q24904730,4.484,8.051,0,0
Fill the Void,2012-07-01,36565572,Q2085771,6.5,4.794,1775316,0
Dead Sushi,2012-10-01,36378313,Q5245419,5.7,7.114,0,0
The Tall Guy,1989-02-01,406917,Q736326,5.669,5.387,0,437
After the Fox,1966-09-08,442568,Q330803,6.0,5.196,0,414
A Home of Our Own,1993-11-05,7202949,Q4315208,6.653,4.447,1703282,10760
Decision at Sundown,1957-11-10,22996332,Q1392420,6.419,7.876,0,4211
Bart Got a Room,2008-04-25,17981954,Q2795171,5.669,4.114,53760,0
Inherit the Viper,2019-09-28,56021813,Q48999628,5.734,6.445,0,280
Clubbed,2008-10-02,15630167,Q2478358,6.677,5.765,0,0
In the Soup,1992-10-23,12468201,Q2363894,6.7,5.911,256249,0
Tales from the Golden Age,2009-05-29,22790269,Q2412480,6.861,4.351,0,0
I Am Omega,2007-11-18,21107874,Q1655150,3.573,5.132,0,0
Undercover Grandpa,2017-07-07,56135795,Q47063829,5.532,6.672,0,1026
American Traitor: The Trial of Axis Sally,2021-05-28,60182352,Q65032906,5.766,6.417,2011012,1289
Atanarjuat: The Fast Runner,2002-02-01,1218494,Q604192,6.9,5.258,3786801,124
Love Like the Falling Petals,2022-03-24,70383250,Q111520791,7.863,19.898,0,0
Run! Bitch Run!,2009-09-25,40835465,Q11348415,4.242,6.429,0,0
Kiss the Ground,2020-09-22,76271138,Q99935074,7.96,5.015,0,6372
Ingrid Bergman: In Her Own Words,2015-08-27,46779112,Q20001979,7.25,4.856,0,0
Confession of Pain,2006-12-21,8590196,Q2992443,6.365,8.315,0,0
Witness to Murder,1954-04-15,3623294,Q3546792,6.153,4.966,0,0
Alex & Me,2018-06-12,57137763,Q52151202,6.653,5.44,0,783
Nico and Dani,2000-05-18,4369095,Q2569575,5.976,5.135,0,0
Black's Game,2012-03-11,72469036,Q15303068,6.0,6.965,0,0
Takeshis',2005-09-02,2614254,Q2060044,6.073,3.982,0,0
Space Cop,2016-01-13,49272438,Q22350827,5.202,3.675,0,189
Biwi No.1,1999-05-28,2712888,Q879204,5.96,7.636,2200000,216
The Red Squirrel,1993-04-21,1263372,Q976934,6.5,5.318,0,0
Avenging Force,1986-09-13,29170556,Q1486444,5.266,7.169,0,0
Carry On Doctor,1967-12-02,3737649,Q179508,6.6,4.315,0,0
Horrors of Spider Island,1960-04-15,6694303,Q614812,3.452,3.891,0,93
Carry On Sergeant,1958-08-15,2384316,Q1489818,6.4,5.871,0,0
Curse of the Crimson Altar,1968-12-01,22810240,Q640041,5.4,5.89,0,107
Farewell to the Night,2019-04-24,75930764,Q61723042,6.2,3.416,0,0
Shadowboxer,2005-09-09,6071715,Q537166,5.073,6.732,0,5423
The Rare Breed,1966-02-02,4165940,Q634325,6.0,8.829,0,6014
Plan 75,2022-06-17,71753572,Q112971431,6.754,16.817,0,254
My Tutor,1983-03-04,8365100,Q12126418,4.992,8.588,22587834,3651
Ernest Goes to School,1994-12-14,7014201,Q5393143,3.68,6.518,0,1543
Hercules in the Haunted World,1961-11-16,4681267,Q1972333,6.598,3.701,0,0
Grizzly Park,2008-02-07,12138831,Q914276,4.516,5.53,0,0
The Unknown Policeman,1941-10-22,46771762,Q20002606,7.73,5.363,0,0
Room of Death,2007-11-14,41870051,Q3207177,6.303,3.884,0,0
Maya the Bee: The Honey Games,2018-02-02,57413215,Q48894174,6.623,12.489,0,0
It Was the Son,2012-09-01,36565660,Q3319990,6.9,3.063,0,0
The Dead End,2015-06-19,47820276,Q20972331,7.598,4.391,47600000,0
Delgo,2008-12-12,1144915,Q1523923,4.656,7.926,694782,4951
The Two Mrs. Carrolls,1947-03-04,6963814,Q1219965,6.4,5.348,0,6937
The New One-Armed Swordsman,1971-02-07,11687044,Q911271,6.664,6.435,0,0
Relative Strangers,2006-05-01,10115335,Q955897,5.311,8.844,0,4399
Shaadi Mein Zaroor Aana,2017-11-10,57560304,Q42303976,7.066,7.505,0,10585
Ulee's Gold,1997-06-13,171550,Q2060364,6.36,5.57,0,5977
Paris Belongs to Us,1961-12-13,18492482,Q25513,6.615,6.635,0,0
Doom Asylum,1988-03-02,44977041,Q18914949,5.311,5.415,0,0
The Bullet Vanishes,2012-08-14,37378147,Q7720569,6.361,6.451,117629,0
Italianamerican,1974-10-01,3865084,Q738533,6.656,4.17,0,0
Daughter of Mine,2018-02-22,56110233,Q46995868,6.303,4.008,0,0
I'm All Right Jack,1959-08-18,1239956,Q2784028,6.738,4.643,0,0
Follow the Fleet,1936-02-20,2926860,Q1464435,6.836,5.117,2727000,0
The Whales of August,1987-10-14,596119,Q526305,7.139,5.774,0,7200
Angels Fallen,2020-01-14,73741460,Q100606376,5.656,9.748,0,3097
Mr. Sardonicus,1961-10-08,19476185,Q12126317,6.303,5.755,0,3659
Silicon Cowboys,2016-09-16,80872431,Q24676587,6.617,2.321,0,0
Greenfingers,2000-10-01,2783427,Q1507635,6.295,7.65,1443067,0
The Virginity Hit,2010-09-24,28134702,Q1794615,4.6,7.929,636706,152
Mouse Trouble,1944-11-23,3430754,Q1156484,7.066,5.24,0,411
The Two Marshals,1961-12-22,44210571,Q3790751,7.1,4.894,0,0
Box of Moonlight,1996-08-29,6618875,Q895536,6.795,5.709,0,0
The Thief of Paris,1967-02-22,8656047,Q784195,6.9,3.757,0,0
Pariyerum Perumal,2018-09-28,53738090,Q29467816,8.164,4.546,0,12754
Evil Dead Trap,1988-05-14,18084420,Q3061612,5.918,8.459,0,0
The Blood Spattered Bride,1972-09-30,12007271,Q3210561,5.9,5.219,0,0
England Is Mine,2017-08-04,54445761,Q30223253,5.787,10.112,0,0
Roman Polanski: Wanted and Desired,2008-01-18,15106250,Q1440375,6.4,7.147,0,0
Emanuelle in America,1977-01-05,4188689,Q880236,5.041,20.162,0,1300
The River King,2005-10-21,15567352,Q1004710,5.631,5.84,0,1257
Ass Backwards,2013-01-21,37080985,Q4808286,4.492,6.11,0,612
In the Name of the Pope King,1977-12-03,14975044,Q3797328,6.713,4.716,0,0
The Driftless Area,2015-04-18,43051772,Q18150178,5.197,9.726,0,276
The Big Doll House,1971-04-30,14727566,Q1983098,5.582,9.857,10000000,387
Things Are Tough All Over,1982-08-04,2294047,Q12129179,5.8,7.227,21134374,1010
Cleopatra Jones,1973-07-13,2223425,Q1271824,5.705,6.181,0,440
Amar Akbar Anthony,1977-05-27,1205729,Q454674,6.8,8.061,0,412
The We and the I,2012-09-12,35617904,Q3523327,5.556,2.649,0,0
X the Unknown,1956-09-21,872770,Q2017651,6.18,5.984,0,0
War of the Dead,2011-10-22,9487056,Q3566235,4.205,6.656,0,0
Iliza Shlesinger: War Paint,2013-01-01,61534339,Q66764385,6.492,3.524,0,0
The Nightcomers,1972-02-15,19134923,Q508957,5.656,8.904,0,0
Dreams of a Life,2011-08-16,34051386,Q5306747,6.672,4.817,0,10903
Idiots and Angels,2008-04-26,50350443,Q3024138,6.721,5.026,0,0
Bridge of Dragons,1999-01-01,19484996,Q1411893,5.328,7.859,0,0
Kutsal Damacana,2007-12-20,29302015,Q12810477,4.7,2.73,0,0
Lumière and Company,1995-12-20,1845135,Q507285,6.385,5.74,0,0
Tricky Brains,1991-02-02,3193452,Q775390,7.098,10.286,0,0
Mr. Roosevelt,2017-07-29,53526243,Q28968015,6.2,4.651,0,0
The Dead Next Door,1989-11-10,4541049,Q2410741,4.869,5.195,0,0
The Bridges at Toko-Ri,1954-12-01,624505,Q561982,5.861,7.207,0,14043
Damascus Cover,2017-10-23,57074895,Q55393365,5.467,6.064,19532,0
The Golden Coach,1952-12-05,3653877,Q2250323,7.246,5.118,0,539
50 to 1,2014-03-21,11125864,Q17508558,6.402,5.555,1064454,567
The Wedding Pact,2014-02-04,44101514,Q18393950,4.975,5.322,0,0
Je Tu Il Elle,1974-12-31,25373286,Q2065785,6.451,5.831,0,0
The Party at Kitty and Stud's,1970-02-10,2434423,Q1553593,3.557,111.601,0,50356
The Strong Ones,2020-03-12,65047167,Q98558834,7.656,5.975,0,0
The Man Who Sued God,2001-10-25,2982138,Q839908,6.533,5.97,0,211
Strictly Sexual,2008-12-02,24579000,Q3500400,6.164,6.138,0,371
The Travelling Players,1975-07-01,15241745,Q2162663,7.492,5.596,0,0
The Mechanik,2005-11-02,4232773,Q571139,5.0,9.076,0,378
Switching Channels,1988-03-05,1059238,Q788256,5.951,7.3,9129999,1826
Summer Lovers,1982-07-16,1965350,Q2302544,5.484,12.009,0,4625
Cellar Dweller,1988-09-20,7451098,Q2492907,4.705,10.969,0,371
Prep & Landing: Naughty vs. Nice,2011-12-05,33835161,Q7240599,6.811,8.58,0,3767
Tell Them Willie Boy Is Here,1969-10-31,1813912,Q485336,5.721,6.932,0,10236
I Am Curious (Yellow),1967-03-10,917524,Q2054210,5.7,10.391,0,31531
Scooby-Doo! Mecha Mutt Menace,2013-09-24,40250742,Q16204688,8.967,7.756,0,99
Let's Sin,2014-04-18,52567012,Q19858720,7.2,2.286,686484,0
The Adopted,2011-11-23,47866818,Q3230389,7.016,2.33,0,0
Billy Jack,1971-05-01,966552,Q2027905,6.049,7.333,0,91681
Man of Iron,1981-07-27,4410976,Q959682,6.811,3.634,0,0
Donovan's Echo,2011-09-17,39330497,Q15647086,5.967,5.294,0,0
Those Happy Years,2013-10-03,40204714,Q14453450,6.1,5.694,0,0
Toto and Cleopatra,1963-09-05,46198651,Q3996029,6.8,4.353,0,0
The Sandlot: Heading Home,2007-05-01,7536359,Q7762224,5.657,7.932,0,12620
The Decline of Western Civilization Part II: The Metal Years,1988-06-17,2996966,Q1133535,6.672,6.802,0,2132
Walesa: Man of Hope,2013-09-23,34343929,Q3071906,5.779,4.203,0,210
"Love, Weddings & Other Disasters",2020-12-04,61818597,Q68211651,5.975,9.728,0,2204
Alien Invasion: S.U.M.1,2017-03-11,55955850,Q39478427,4.6,12.797,0,4674
Corbin Nash,2018-04-20,63969782,Q66056406,4.59,3.813,0,0
The Atomic Cafe,1982-03-17,169398,Q1425534,7.2,3.963,22293,477
Where the Money Is,2000-04-14,5082874,Q905043,5.943,5.906,0,146
Violent Summer,1959-11-13,11792000,Q426923,7.221,5.692,0,0
Love Tactics 2,2023-07-14,74835596,Q120805561,7.336,25.316,0,0
Hands of the Ripper,1971-10-17,5524650,Q3416473,6.197,5.216,0,1587
Singh Is Bliing,2015-10-02,45481406,Q17081716,5.762,4.216,0,551
Eating Out: All You Can Eat,2009-10-09,28116404,Q1707771,5.783,5.115,0,145
Golmaal 3,2010-11-05,26009166,Q5580870,5.383,5.519,0,653
Harrison's Flowers,2000-09-23,13484069,Q2298446,6.433,7.425,0,0
Star Wreck: In the Pirkinning,2005-08-20,2817640,Q2005954,6.675,2.832,0,0
The Return of Dracula,1958-04-01,29688997,Q3226395,5.575,4.527,0,0
The End of Violence,1997-05-11,6910004,Q451250,5.4,9.102,0,442
964 Pinocchio,1991-09-14,9497885,Q2466945,5.475,8.783,0,12400
Burning Days,2022-12-09,76991982,Q111955137,7.1,6.975,0,0
Road to Morocco,1942-11-10,76307,Q2542242,6.767,5.749,0,133
Soof,2013-12-12,51047223,Q15637986,6.267,4.355,0,0
Savage Nights,1992-08-19,8454726,Q174785,6.55,5.451,0,0
Land and Shade,2015-05-18,46475946,Q19824753,6.983,2.675,0,0
Hollywood or Bust,1956-12-06,5068537,Q2185596,6.1,5.206,0,140
Shubh Mangal Saavdhan,2017-08-31,53386081,Q28879641,6.5,4.316,8838757,301
The Merchant of Four Seasons,1972-02-10,25340278,Q688962,6.9,4.817,0,0
The Evening Star,1996-12-25,1693888,Q1678645,6.0,8.418,12767815,33836
Carnival Night,1956-12-29,8602034,Q2368678,7.0,3.942,0,106
All Over the Guy,2001-08-10,362335,Q2470058,5.833,5.499,1051948,409
Wood Job!,2014-05-10,41657250,Q17226542,7.271,5.345,0,0
The Mummy's Curse,1944-12-22,3523874,Q2549022,5.608,4.79,0,521
All Our Desires,2011-11-09,35603619,Q3535880,6.658,4.507,0,0
Massacre Time,1966-08-10,24237207,Q1232085,6.15,7.694,0,0
Crippled Avengers,1978-12-21,8433070,Q5185841,6.683,6.535,0,0
A Few Less Men,2017-03-09,64367015,Q29907988,5.592,5.197,380806,0
Peepli Live,2010-08-13,25335991,Q3627503,7.2,4.294,6900000,0
Phase 7,2010-07-13,32972617,Q7180923,5.458,3.666,0,0
All About Nina,2018-09-28,55981873,Q48803062,5.967,6.317,0,0
My Dear Brother,1973-03-01,43400390,Q6081026,8.3,2.794,0,0
The U.S. vs. John Lennon,2006-09-15,5733759,Q2736835,6.542,4.626,0,0
Torremolinos 73,2003-04-29,3816065,Q1216829,6.183,5.257,1819410,0
Father Soldier Son,2020-04-15,64572702,Q97495321,6.492,4.987,0,0
All the Invisible Children,2005-09-01,8899840,Q2480715,7.1,3.973,0,0
The Dead Pit,1989-10-01,11715400,Q1180834,5.375,4.243,0,0
The Longshots,2008-08-22,17736304,Q2621314,6.392,6.024,11767866,27576
Firecreek,1968-01-24,2388346,Q1218281,6.417,7.077,0,8316
Combat Shock,1986-05-01,11407333,Q3683982,6.375,4.393,0,375
Fear(s) of the Dark,2007-10-21,19723946,Q1628524,6.358,4.902,0,0
Company Business,1991-09-06,23531909,Q573210,5.15,5.435,1501785,390
Golgo 13: The Professional,1983-05-28,23566188,Q583684,6.4,14.483,0,165
Jungle Emperor Leo,1997-08-01,2736433,Q2591006,6.8,10.104,0,0
"Hello, Privilege. It's Me, Chelsea",2019-09-13,61598706,Q66764393,5.783,4.114,0,0
Expelled: No Intelligence Allowed,2008-04-18,13470131,Q3234081,3.7,2.86,7700000,8650
A Cool Fish,2018-11-15,62603353,Q59783960,6.808,4.699,0,0
Blackie the Pirate,1971-03-12,9751550,Q943961,5.75,10.02,0,0
Marked Woman,1937-04-10,691156,Q2542754,6.6,6.353,0,3541
A Film with Me in It,2008-10-17,17180952,Q300405,5.975,6.02,0,0
The Hired Hand,1971-08-11,3970995,Q3203773,6.1,6.687,0,295
Christmas Carol: The Movie,2001-12-07,2502393,Q1457891,5.155,5.852,0,4386
Never on Sunday,1960-05-24,193874,Q1423540,6.85,4.622,8000000,3525
The Groomsmen,2006-06-09,5906390,Q2541848,5.3,7.152,0,747
Hideaways,2011-11-23,27440737,Q3135253,6.275,5.627,0,0
Contract to Kill,2016-12-09,56391991,Q30249758,4.7,7.913,0,0
The Best Way to Walk,1976-03-03,12554600,Q1547964,6.615,5.019,0,0
Trailer Park Boys: Don't Legalize It,2014-04-18,40807132,Q17034908,6.6,4.206,0,0
Marlina the Murderer in Four Acts,2017-05-15,53834477,Q29832008,6.9,4.207,0,0
An Unmarried Woman,1978-05-24,103022,Q1306726,6.6,8.608,24000000,14210
Toto Tours Italy,1948-12-30,18635009,Q3283795,6.367,4.341,0,0
Aces Go Places,1982-01-16,6656961,Q1766368,6.583,5.833,0,0
Diamonds of the Night,1964-09-25,22419613,Q3564657,7.142,3.234,0,0
Downloading Nancy,2008-01-21,14811847,Q847967,5.267,7.233,20000,4638
Left Behind: World at War,2005-11-16,2535397,Q917006,4.092,5.779,0,2650
Island of the Fishmen,1979-01-18,15893927,Q1163385,5.557,5.86,0,0
Neverlake,2014-04-25,45401868,Q18340935,4.9,4.534,0,153
Detective Chinatown 3,2021-02-12,63537212,Q85877683,5.746,7.051,686257563,16885
Last Men in Aleppo,2017-02-27,56392925,Q28811037,7.0,3.356,0,0
Gymkata,1985-05-03,4600218,Q429613,5.383,5.947,5730596,27079
Chori Chori Chupke Chupke,2001-03-09,1325092,Q874521,6.317,5.404,0,1109
An American Rhapsody,2001-06-22,601923,Q482377,6.192,7.594,850225,95
The Next Skin,2016-10-21,68414585,Q30141553,5.783,4.889,0,0
Brooklyn Rules,2007-04-30,8559494,Q929604,5.8,6.527,458232,0
Separate Lies,2005-09-16,3208449,Q383810,5.7,7.897,0,4068
Designing Woman,1957-05-16,9055835,Q2119500,6.5,7.233,0,8035
Mill of the Stone Women,1960-08-30,25241827,Q1144216,5.881,6.905,0,0
The Corpse Vanishes,1942-05-08,3906643,Q2064579,4.085,5.014,0,2521
I Wake Up Screaming,1941-10-31,3740551,Q2329874,6.7,6.759,0,4737
Horror Noire: A History of Black Horror,2019-02-07,64205500,Q99574186,7.22,4.483,0,0
The Big Heart of Girls,2011-11-11,36898203,Q3223206,5.7,3.026,0,0
The Sky Is Pink,2019-10-11,58127374,Q56277682,7.9,4.962,0,1434
Tony Parker: The Final Shot,2021-01-06,66299218,Q104857699,7.1,5.814,0,0
The Domino Principle,1977-03-23,10675370,Q546522,5.814,6.63,0,2270
The Crazy Ray,1925-01-01,6387666,Q1636338,6.805,3.458,0,0
You and the Night,2013-05-13,40704832,Q13553893,6.034,7.426,0,0
Chris Rock: Bring the Pain,1996-06-01,10028918,Q5107907,7.4,4.027,0,0
Do You Remember Dolly Bell?,1981-04-10,6517412,Q432986,7.356,3.287,0,0
The Horror of Frankenstein,1970-11-08,4141849,Q507611,5.805,4.95,0,222
Page One: Inside the New York Times,2011-04-29,30423357,Q3576822,6.873,3.985,429766,0
Love and a .45,1994-11-23,5647190,Q1872448,5.636,8.726,0,0
One-Armed Boxer,1972-08-02,8459375,Q4981203,6.9,6.13,0,0
Eating Out: Drama Camp,2011-07-01,32523986,Q945109,5.686,7.351,0,127
Farewell to the King,1989-03-03,2439288,Q689225,6.0,5.583,2420917,222
Castle Keep,1969-07-23,19248783,Q258319,5.708,8.125,0,0
Standing Up,2013-08-16,40332569,Q15629438,6.839,4.192,0,0
Blind Vaysha,2016-02-15,52484647,Q24940044,7.034,2.718,0,0
Peking Opera Blues,1986-09-06,1602624,Q3374423,7.0,6.007,0,0
Cinderella and the Secret Prince,2018-09-30,69296959,Q65268544,6.593,10.149,0,0
Pyaar Ka Punchnama 2,2015-10-16,47707306,Q20899539,6.8,3.892,0,503
True Mothers,2020-10-23,64179635,Q96410966,7.3,10.176,0,251
A Little Bit Zombie,2012-02-03,41766912,Q17108832,5.169,7.041,0,0
Nas: Time Is Illmatic,2014-04-04,44099615,Q18611418,7.034,4.611,0,0
Lucignolo,1999-03-05,35570671,Q3838766,5.2,7.332,0,0
War Photographer,2001-11-01,2943447,Q686914,7.483,3.181,0,0
The Appaloosa,1966-09-15,2967126,Q426930,6.178,9.063,0,2704
Craigslist Joe,2012-08-02,41725025,Q16249557,6.441,2.4,0,0
Bloodbath at the House of Death,1984-03-29,4217293,Q4733,5.559,6.745,0,0
Nothing Underneath,1985-11-07,42351579,Q3965227,5.61,4.183,0,0
At the Heart of Gold: Inside the USA Gymnastics Scandal,2019-05-03,60796523,Q63951591,7.283,5.812,0,1842
Print the Legend,2014-03-09,43782794,Q18085689,6.6,3.236,0,0
The Fourth Angel,2001-08-15,11508746,Q470393,5.102,8.356,0,567
The Mummy's Ghost,1944-07-07,3504034,Q2549045,5.89,5.419,0,447
Wasting Away,2007-10-16,36024606,Q7972882,5.373,4.536,0,0
Bright Days Ahead,2013-06-19,40250787,Q3230981,5.958,4.721,4949039,0
Coconut Hero,2015-08-13,53277678,Q20795425,6.017,3.72,0,0
The Ghost Ship,1943-12-16,2873612,Q3228001,6.229,5.32,0,2269
Tony Takitani,2005-01-27,1686679,Q2067143,6.678,5.882,0,0
Claire Darling,2019-02-06,61494928,Q55597718,5.458,6.013,0,0
Sixty Million Dollar Man,1995-08-19,9362663,Q3485767,6.212,11.19,0,0
Bloody Pit of Horror,1965-11-28,6114249,Q3793127,4.89,6.426,0,0
Murphy's War,1971-01-27,882438,Q335041,6.161,9.144,0,2796
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,2018-05-25,71202382,Q65102088,6.525,5.041,0,571
Beware! The Blob,1972-06-21,5260111,Q2311410,4.864,7.917,102433,1245
The Asian Connection,2016-05-13,56219443,Q27590255,4.127,6.1,0,0
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,2000-11-05,40652747,Q15052373,7.9,5.762,0,0
Sword of the Beast,1965-09-18,3654603,Q3506702,7.6,4.942,0,0
Amnèsia,2002-03-15,13196764,Q3614493,5.814,5.087,0,0
My Sweet Little Village,1985-08-01,8347090,Q1595568,7.373,3.236,0,0
Heart of a Lion,2013-10-18,40334731,Q14634910,6.7,5.591,0,0
Warriors of Virtue,1997-05-02,4446736,Q3233113,4.733,5.901,0,9367
Gli onorevoli,1963-10-10,37599275,Q3772157,6.8,3.975,0,0
Assassin's Bullet,2012-08-01,51619455,Q20077798,3.9,5.444,0,103
Darby and the Dead,2022-12-02,70169157,Q112160977,6.017,12.478,0,4273
I Do... Until I Don't,2017-09-01,54222876,Q30203450,5.153,3.549,280668,0
Sisters of the Gion,1936-10-15,18587578,Q762077,7.229,6.283,0,0
Rocky Handsome,2016-03-25,42503719,Q18170349,6.4,5.44,0,0
Haunters,2010-11-10,29846796,Q5682734,6.331,6.016,0,2010
That Demon Within,2014-04-16,41743232,Q16500703,5.6,6.102,0,0
Best of the Best 3: No Turning Back,1995-05-17,7567578,Q830361,5.398,9.331,0,0
Dormant Beauty,2012-09-01,36552223,Q2716472,6.4,3.798,0,0
The Goya Murders,2019-10-18,70818560,Q71476363,4.9,7.044,443038,0
Slovenian Girl,2009-09-30,24776067,Q2799348,5.9,4.51,37319,0
Table for Three,2009-01-01,19014723,Q2712766,4.831,7.43,0,0
Martial Arts of Shaolin,1986-03-01,8010079,Q1039395,6.144,12.456,0,0
Slow Learners,2015-08-19,45043230,Q18914858,5.847,3.972,0,0
Streets of Blood,2009-07-13,19547540,Q3178936,4.5,12.026,0,0
The Heroes of Evil,2015-09-11,76551572,Q22004344,6.4,3.44,0,0
Weather Girl,2009-07-10,21206525,Q4420410,5.619,4.641,22779,0
Kingdom 2: Far and Away,2022-07-15,74466741,Q115259343,7.229,155.196,38258562,2606
Necessary Evil: Super-Villains of DC Comics,2013-10-23,40205919,Q15052335,6.78,5.127,0,0
Kissing a Fool,1998-02-27,3147593,Q602887,5.668,6.901,0,735
Killer Workout,1987-04-16,48979231,Q22000558,4.89,5.676,0,124
Jupiter's Thigh,1980-02-06,17810059,Q1962929,6.3,6.28,0,0
The Big Store,1941-06-20,1276915,Q371413,6.246,5.874,0,213
Jian Bing Man,2015-07-17,47284810,Q20683503,5.161,4.097,0,0
The Great Yokai War,2005-08-06,2614503,Q2754817,6.254,7.467,0,405
Music Within,2007-01-05,13370664,Q6941693,6.542,4.552,153205,0
Moolaadé,2004-08-04,6789650,Q1131452,7.025,5.222,214605,0
The Law Is the Law,1958-09-17,25657122,Q2377261,7.169,4.929,0,0
Staring at Strangers,2022-11-04,69120671,Q107125026,6.3,4.477,0,3343
Laser Mission,1989-11-01,778884,Q571583,4.1,5.662,0,400
A Real Job,2023-09-13,74843512,Q116215577,6.388,10.21,0,0
Anbe Sivam,2003-01-14,2852763,Q3418126,7.371,3.191,0,2096
Fate of a Man,1959-08-01,26261371,Q1304993,7.8,6.383,0,0
"The Birds, the Bees and the Italians",1966-02-10,4566012,Q319275,7.2,6.109,0,0
Winter Boy,2022-11-30,71729788,Q113997789,7.0,24.814,0,0
It's Always Fair Weather,1955-08-30,7693761,Q603651,7.155,6.413,2374000,3478
The Guvnors,2014-06-24,46415693,Q19873788,5.195,4.664,0,1641
Saint Ralph,2005-08-05,4936087,Q835723,6.8,5.903,489389,1628
Sad Movie,2005-10-20,7406534,Q498178,6.603,5.044,0,0
The Boy with Green Hair,1948-11-26,7595972,Q2396738,6.195,9.579,0,3602
The Legend of Boggy Creek,1972-08-01,3416006,Q2491914,4.9,6.617,22000000,19772
Blood Beach,1980-09-01,23842374,Q4927558,4.474,4.927,0,3518
Liz in September,2014-10-02,50329709,Q18419755,6.733,7.309,0,0
Mademoiselle Chambon,2009-10-14,33988195,Q1140062,6.474,4.753,0,0
